,experience,weeks,education,occupation_white,industry_yes,south_yes,smsa_yes,married_yes,gender_male,union_yes,ethnicity_other,wage_class
1056,25,48,16,1,0,1,0,1,1,0,1,high
1057,26,46,16,0,0,1,0,1,1,0,1,high
1058,4,50,8,0,0,1,0,1,1,0,0,low
1059,5,44,8,0,0,1,0,1,1,0,0,low
1060,6,48,8,0,0,1,0,1,1,0,0,low
1061,7,43,8,0,0,1,0,0,1,0,0,low
1062,8,6,8,0,0,1,0,0,1,0,0,low
1063,9,6,8,0,0,1,0,0,1,0,0,low
1064,10,35,8,0,0,1,0,0,1,0,0,low
1065,13,49,12,0,0,0,1,1,1,0,1,low
1066,14,37,12,0,0,0,1,1,1,0,1,low
1067,15,49,12,0,0,0,1,1,1,0,1,low
1068,16,48,12,0,0,0,1,1,1,0,1,low
1069,17,22,12,0,0,0,1,1,1,0,1,average
1070,18,50,12,0,0,0,1,1,1,0,1,average
1071,19,48,12,0,0,0,1,0,1,0,1,average
1072,12,50,17,1,0,1,1,0,1,0,1,high
1073,13,44,17,1,0,1,1,0,1,0,1,high
1074,14,50,17,1,0,1,1,0,1,0,1,high
1075,15,45,17,1,0,1,1,1,1,0,1,high
1076,16,44,17,1,0,1,1,0,1,0,1,high
1077,17,51,17,1,0,1,1,0,1,0,1,very high
1078,18,49,17,1,0,1,1,0,1,0,1,very high
1079,3,49,16,1,0,0,1,1,1,0,1,average
1080,4,46,16,1,0,0,1,1,1,0,1,average
1081,5,48,16,1,0,0,1,1,1,0,1,high
1082,6,48,16,1,0,0,1,1,1,0,1,very high
1083,7,48,16,1,0,0,1,1,1,0,1,very high
1084,8,48,16,1,0,0,1,1,1,0,1,very high
1085,9,48,16,1,1,0,1,1,1,0,1,very high
1086,33,47,13,1,0,0,0,1,1,0,1,average
1087,34,47,13,1,0,0,0,1,1,0,1,high
1088,35,47,13,1,0,0,0,1,1,0,1,high
1089,36,47,13,1,0,0,0,1,1,0,1,high
1090,37,48,13,1,0,0,0,1,1,0,1,very high
1091,38,48,13,0,0,0,0,1,1,0,1,very high
1092,39,48,13,0,0,0,0,1,1,0,1,very high
1093,8,48,12,0,1,0,0,1,1,1,1,average
1094,9,51,12,1,1,0,0,1,1,1,1,average
1095,10,49,12,1,1,0,0,1,1,1,1,average
1096,11,49,12,1,1,0,0,1,1,1,1,average
1097,12,50,12,0,1,0,0,1,1,1,1,high
1098,13,50,12,1,1,0,0,1,1,1,1,high
1099,14,50,12,0,1,0,0,1,1,1,1,high
1100,29,46,12,0,1,0,1,1,1,0,1,average
1101,30,47,12,0,1,0,1,1,1,0,1,average
1102,31,47,12,0,1,0,1,1,1,0,1,high
1103,32,47,12,0,1,0,1,1,1,0,1,high
1104,33,47,12,0,1,0,1,1,1,0,1,high
1105,34,47,12,0,1,0,1,1,1,0,1,very high
1106,35,47,12,0,1,0,1,1,1,0,1,very high
1107,30,49,12,1,1,0,0,1,1,0,1,average
1108,31,49,12,1,1,0,0,1,1,0,1,average
1109,32,49,12,1,0,0,0,1,1,0,1,average
1110,33,52,12,1,1,0,0,1,1,0,1,average
1111,34,48,12,1,1,0,0,1,1,0,1,average
1112,35,50,12,1,1,0,0,1,1,0,1,high
1113,36,49,12,0,1,0,0,1,1,1,1,average
1114,25,38,17,1,0,0,1,1,1,1,1,average
1115,26,40,17,1,0,0,1,1,1,1,1,high
1116,27,39,17,1,0,0,1,1,1,1,1,high
1117,28,38,17,1,0,0,1,1,1,1,1,high
1118,29,39,17,1,0,0,1,1,1,1,1,very high
1119,30,39,17,1,0,0,1,1,1,1,1,very high
1120,31,35,17,1,0,0,1,1,1,1,1,very high
1121,9,50,12,0,0,0,0,1,1,0,1,low
1122,10,52,12,0,0,0,0,1,1,0,1,low
1123,11,52,12,0,0,0,0,1,1,0,1,low
1124,12,52,12,0,0,0,0,1,1,0,1,average
1125,13,52,12,0,0,0,0,1,1,0,1,average
1126,14,46,12,0,0,0,0,1,1,0,1,high
1127,15,52,12,0,0,0,0,1,1,0,1,very high
1128,8,50,12,0,0,0,1,1,1,0,1,low
1129,9,38,12,0,0,0,1,1,1,0,1,low
1130,10,49,12,1,0,0,1,1,1,0,1,low
1131,11,49,12,0,0,0,1,1,1,0,1,low
1132,12,51,12,0,0,0,1,1,1,0,1,average
1133,13,51,12,0,0,0,1,1,1,0,1,average
1134,14,49,12,0,0,0,1,0,1,0,1,average
1135,10,50,12,0,1,1,1,1,1,1,1,low
1136,11,52,12,0,1,1,1,1,1,1,1,low
1137,12,51,12,0,1,1,1,1,1,1,1,low
1138,13,49,12,0,1,1,1,1,1,1,1,low
1139,14,49,12,0,1,1,1,1,1,1,1,average
1140,15,50,12,0,1,1,1,1,1,1,1,average
1141,16,49,12,0,1,1,1,1,1,1,1,average
1142,10,49,11,0,1,1,1,0,0,0,0,low
1143,11,46,11,0,1,1,1,0,0,0,0,low
1144,12,50,11,0,1,1,1,0,0,0,0,low
1145,13,50,11,0,1,1,1,0,0,0,0,low
1146,14,46,11,0,1,1,1,0,0,0,0,average
1147,15,45,11,0,1,1,1,0,0,0,0,average
1148,16,41,11,0,1,1,1,0,0,0,0,high
1149,37,50,12,0,1,0,0,1,1,1,1,low
1150,38,50,12,0,1,0,0,1,1,1,1,low
1151,39,50,12,0,1,0,0,1,1,1,1,average
1152,40,50,12,0,1,0,0,1,1,1,1,average
1153,41,40,12,0,1,0,0,1,1,1,1,average
1154,42,48,12,0,1,0,0,1,1,1,1,average
1155,43,45,12,0,1,0,0,1,1,1,1,average
1156,10,50,15,1,0,0,1,1,1,0,1,high
1157,11,48,15,1,0,0,1,1,1,0,1,high
1158,12,48,15,1,0,0,1,1,1,0,1,high
1159,13,47,15,1,0,0,1,1,1,0,1,very high
1160,14,43,15,1,0,0,1,1,1,0,1,very high
1161,15,49,15,1,0,0,1,1,1,0,1,very high
1162,16,48,15,1,0,0,1,1,1,0,1,very high
1163,10,20,10,0,0,0,0,0,0,0,1,low
1164,11,30,10,0,0,0,0,0,0,0,1,low
1165,12,36,10,0,0,0,0,0,0,0,1,low
1166,13,52,10,0,0,0,0,0,0,0,1,low
1167,14,52,10,0,0,0,0,0,0,0,1,low
1168,15,29,10,0,0,0,0,0,0,0,1,low
1169,16,40,10,0,0,0,0,0,0,0,1,low
1170,3,40,17,1,0,0,1,1,1,0,1,low
1171,4,42,17,1,0,0,1,1,1,0,1,average
1172,5,44,17,1,0,0,1,1,1,1,1,average
1173,6,48,17,1,0,0,1,1,1,1,1,high
1174,7,48,17,1,0,0,1,1,1,0,1,very high
1175,8,48,17,1,0,0,1,1,1,0,1,very high
1176,9,50,17,1,0,0,1,1,1,0,1,very high
1177,25,50,17,1,0,1,0,1,1,0,1,high
1178,26,50,17,1,0,1,0,1,1,0,1,high
1179,27,51,17,1,0,1,0,1,1,0,1,very high
1180,28,51,17,1,0,1,0,1,1,0,1,very high
1181,29,51,17,1,0,1,0,1,1,0,1,very high
1182,30,49,17,1,0,1,0,1,1,0,1,very high
1183,31,50,17,1,0,1,0,1,1,0,1,very high
1184,24,39,9,0,0,1,0,1,1,0,1,low
1185,25,47,9,0,0,1,0,1,1,0,1,low
1186,26,49,9,0,0,1,0,1,1,0,1,low
1187,27,50,9,0,0,1,0,1,1,0,1,low
1188,28,52,9,0,0,1,0,1,1,0,1,low
1189,29,49,9,0,0,1,0,1,1,0,1,low
1190,30,49,9,0,0,1,0,1,1,0,1,low
1191,12,51,12,0,0,0,1,0,1,0,0,low
1192,13,51,12,0,0,0,1,0,1,0,0,low
1193,14,50,12,0,0,0,1,0,1,0,0,low
1194,15,49,12,1,0,0,1,0,1,0,0,low
1195,16,45,12,1,0,0,1,0,1,0,0,low
1196,17,52,12,1,0,0,1,0,1,0,0,average
1197,18,28,12,1,0,0,1,0,1,0,0,average
1198,10,48,16,1,1,0,1,1,1,0,1,high
1199,11,47,16,1,1,0,1,1,1,0,1,high
1200,12,47,16,1,1,0,1,1,1,0,1,very high
1201,13,46,16,1,1,0,1,1,1,0,1,very high
1202,14,48,16,1,1,0,1,1,1,0,1,very high
1203,15,49,16,1,0,0,1,1,1,0,1,very high
1204,16,50,16,1,0,0,1,1,1,0,1,very high
1205,28,48,16,1,1,0,1,1,1,0,1,high
1206,29,46,16,1,1,0,1,1,1,0,1,high
1207,30,46,16,1,1,0,1,1,1,0,1,very high
1208,31,49,16,1,1,0,1,1,1,0,1,very high
1209,32,44,16,1,1,0,1,1,1,0,1,very high
1210,33,48,16,1,1,0,1,1,1,0,1,very high
1211,34,43,16,1,1,0,1,1,1,0,1,very high
1212,5,28,12,0,1,0,1,0,1,1,1,low
1213,6,40,12,1,1,0,1,0,1,1,1,average
1214,7,29,12,0,1,0,1,0,1,1,1,average
1215,8,46,12,0,1,0,1,0,1,1,1,high
1216,9,48,12,0,1,0,1,0,1,1,1,high
1217,10,49,12,0,1,0,1,0,1,1,1,high
1218,11,48,12,0,1,0,1,0,1,1,1,very high
1219,3,49,12,1,0,0,1,0,0,0,1,low
1220,4,50,12,1,0,0,1,0,0,0,1,low
1221,5,48,12,1,0,0,1,0,0,0,1,low
1222,6,49,12,1,0,0,1,0,0,0,1,low
1223,7,48,12,1,0,0,1,0,0,0,1,low
1224,8,50,12,1,0,0,1,0,0,0,1,low
1225,9,49,12,1,0,0,1,0,0,0,1,high
1226,4,50,14,0,0,0,0,1,1,0,1,average
1227,5,50,14,1,0,0,0,1,1,0,1,average
1228,6,50,14,1,0,0,0,1,1,0,1,high
1229,7,50,14,1,0,0,0,1,1,0,1,high
1230,8,50,14,1,0,0,0,1,1,0,1,high
1231,9,49,14,1,0,0,0,1,1,0,1,very high
1232,10,47,14,1,0,0,0,1,1,0,1,very high
1233,19,49,15,1,0,0,1,0,0,0,1,high
1234,20,51,15,1,0,0,1,0,0,0,1,high
1235,21,48,15,1,0,0,1,0,0,0,1,low
1236,22,49,15,1,0,0,1,0,0,0,1,high
1237,23,47,15,1,0,0,1,0,0,0,1,low
1238,24,52,15,1,0,0,1,0,0,0,1,high
1239,25,50,15,1,0,0,1,0,0,0,1,average
1240,3,49,9,0,1,0,0,1,1,0,1,low
1241,4,48,9,0,1,0,0,1,1,0,1,low
1242,5,49,9,0,1,0,0,1,1,0,1,low
1243,6,50,9,0,1,0,0,1,1,0,1,low
1244,7,51,9,0,1,0,0,1,1,0,1,average
1245,8,47,9,0,1,0,0,1,1,0,1,average
1246,9,49,9,0,1,0,0,1,1,0,1,high
1247,20,47,16,0,0,0,0,1,1,0,1,low
1248,21,47,16,0,0,0,0,1,1,0,1,low
1249,22,49,16,0,0,0,0,1,1,0,1,low
1250,23,50,16,0,0,0,0,1,1,0,1,low
1251,24,46,16,0,0,0,0,1,1,0,1,low
1252,25,48,16,0,0,0,0,1,1,0,1,low
1253,26,49,16,0,0,0,0,1,1,0,1,low
1254,11,48,12,1,0,0,1,1,1,0,1,low
1255,12,48,12,1,0,0,1,1,1,0,1,average
1256,13,50,12,1,0,0,0,1,1,0,1,average
1257,14,50,12,1,0,0,1,1,1,0,1,high
1258,15,51,12,1,0,0,1,1,1,0,1,very high
1259,16,50,12,1,0,0,1,1,1,0,1,high
1260,17,50,12,1,0,0,1,1,1,0,1,very high
1261,14,46,12,0,1,1,0,1,1,1,1,average
1262,15,26,12,1,1,1,0,1,1,0,1,high
1263,16,50,12,1,1,1,0,1,1,0,1,high
1264,17,49,12,1,1,1,0,1,1,0,1,very high
1265,18,49,12,0,1,1,0,1,1,0,1,very high
1266,19,49,12,0,1,1,0,1,1,0,1,very high
1267,20,32,12,0,1,1,0,1,1,1,1,very high
1268,8,51,14,0,0,1,0,1,0,0,1,low
1269,9,51,14,0,0,1,0,1,0,0,1,low
1270,10,51,14,0,0,1,0,1,0,0,1,low
1271,11,50,14,0,0,1,0,1,0,0,1,low
1272,12,50,14,0,0,1,0,1,0,0,1,low
1273,13,50,14,0,0,1,0,0,0,0,1,low
1274,14,51,14,0,0,1,0,0,0,0,1,low
1275,10,36,8,0,0,1,0,0,0,0,1,low
1276,11,36,8,0,0,1,0,0,0,0,1,low
1277,12,39,8,0,0,1,0,0,0,0,1,low
1278,13,36,8,0,0,1,0,0,0,0,1,low
1279,14,35,8,0,0,1,0,0,0,0,1,low
1280,15,38,8,0,0,1,0,0,0,0,1,low
1281,16,41,8,0,0,1,0,0,0,0,1,low
1282,25,47,12,0,1,0,1,1,1,0,1,average
1283,26,47,12,0,1,0,1,1,1,0,1,high
1284,27,47,12,0,1,0,1,1,1,0,1,average
1285,28,47,12,0,1,0,1,1,1,0,1,high
1286,29,47,12,0,1,0,1,1,1,0,1,very high
1287,30,47,12,0,1,0,1,1,1,1,1,high
1288,31,47,12,0,1,0,1,1,1,1,1,very high
1289,23,48,12,0,0,0,0,1,1,1,1,average
1290,24,49,12,0,0,0,0,1,1,1,1,average
1291,25,48,12,0,0,0,0,1,1,1,1,high
1292,26,48,12,0,0,0,0,1,1,1,1,high
1293,27,46,12,0,0,0,0,1,1,1,1,high
1294,28,46,12,0,0,0,0,1,1,1,1,very high
1295,29,47,12,0,0,0,0,1,1,1,1,very high
1296,35,45,12,0,0,0,1,1,1,0,1,high
1297,36,45,12,0,0,0,1,1,1,0,1,high
1298,37,45,12,0,0,0,1,1,1,0,1,very high
1299,38,46,12,0,0,0,1,1,1,0,1,very high
1300,39,44,12,0,0,0,1,1,1,0,1,very high
1301,40,44,12,0,0,0,1,1,1,0,1,very high
1302,41,30,12,0,1,0,1,1,1,1,1,very high
1303,22,47,12,0,0,0,1,0,1,1,1,high
1304,23,49,12,0,0,0,1,1,1,1,1,high
1305,24,45,12,0,0,0,1,1,1,1,1,very high
1306,25,26,12,0,0,0,1,1,1,1,1,very high
1307,26,22,12,0,0,0,1,1,1,1,1,very high
1308,27,48,12,0,0,0,1,1,1,1,1,very high
1309,28,42,12,0,0,0,1,1,1,1,1,very high
1310,10,49,12,1,0,0,1,1,1,0,1,average
1311,11,48,12,1,0,0,1,1,1,0,1,average
1312,12,48,12,1,0,0,1,1,1,0,1,high
1313,13,48,12,1,0,0,1,1,1,0,1,high
1314,14,47,12,1,0,0,1,1,1,0,1,very high
1315,15,46,12,1,0,0,1,1,1,0,1,very high
1316,16,48,12,1,0,0,1,1,1,0,1,very high
1317,23,48,17,1,0,0,1,1,1,0,1,high
1318,24,48,17,1,0,0,0,1,1,0,1,high
1319,25,49,17,1,0,0,0,1,1,0,1,very high
1320,26,48,17,1,0,0,0,1,1,0,1,very high
1321,27,48,17,1,0,0,0,1,1,0,1,very high
1322,28,48,17,1,0,0,0,1,1,0,1,very high
1323,29,49,17,1,0,0,0,1,1,0,1,very high
1324,6,51,9,0,1,1,0,1,1,0,1,low
1325,7,51,9,0,1,1,0,1,1,0,1,low
1326,8,50,9,0,1,1,0,1,1,0,1,average
1327,9,50,9,0,1,1,0,1,1,0,1,average
1328,10,49,9,0,1,1,0,1,1,0,1,high
1329,11,50,9,0,1,1,0,1,1,0,1,high
1330,12,50,9,0,1,1,0,1,1,0,1,very high
1331,25,50,6,0,1,1,0,1,1,1,1,low
1332,26,51,6,0,1,1,0,1,1,1,1,low
1333,27,51,6,0,1,1,0,1,1,1,1,low
1334,28,51,6,0,1,1,0,1,1,1,1,low
1335,29,44,6,0,1,1,0,1,1,1,1,average
1336,30,41,6,0,1,1,0,1,1,1,1,average
1337,31,42,6,0,1,1,0,1,1,1,1,average
1338,6,48,12,1,1,0,1,1,1,1,1,low
1339,7,49,12,1,1,0,1,1,1,1,1,average
1340,8,42,12,1,1,0,1,1,1,1,1,average
1341,9,15,12,1,1,0,1,1,1,1,1,average
1342,10,44,12,1,1,0,1,1,1,1,1,high
1343,11,47,12,0,1,0,1,1,1,1,1,high
1344,12,44,12,1,1,0,1,1,1,1,1,high
1345,32,48,16,1,0,0,1,1,1,0,1,high
1346,33,49,16,1,0,0,1,1,1,0,1,high
1347,34,50,16,1,0,0,1,1,1,0,1,very high
1348,35,48,16,1,0,0,1,1,1,0,1,very high
1349,36,49,16,1,0,0,1,1,1,0,1,very high
1350,37,52,16,1,0,0,1,1,1,0,1,very high
1351,38,50,16,1,0,0,1,1,1,0,1,very high
1352,11,47,12,0,0,0,0,1,1,1,1,average
1353,12,45,12,0,0,0,0,1,1,1,1,high
1354,13,48,12,0,0,0,0,1,1,1,1,high
1355,14,48,12,0,0,0,0,1,1,1,1,high
1356,15,48,12,0,0,0,0,1,1,1,1,high
1357,16,51,12,0,1,0,0,1,1,1,1,high
1358,17,49,12,0,1,0,0,1,1,1,1,average
1359,11,52,16,1,1,1,1,1,1,0,1,average
1360,12,50,16,1,1,1,1,1,1,0,1,average
1361,13,50,16,1,1,1,1,1,1,0,1,high
1362,14,50,16,1,1,1,1,1,1,0,1,high
1363,15,50,16,1,1,1,1,1,1,0,1,high
1364,16,51,16,1,1,1,1,1,1,0,1,high
1365,17,52,16,1,1,1,1,1,1,0,1,high
1366,7,46,9,0,0,1,0,1,1,0,1,low
1367,8,50,9,0,0,1,0,1,1,0,1,low
1368,9,49,9,0,0,1,0,1,1,0,1,average
1369,10,48,9,0,0,1,0,1,1,0,1,average
1370,11,50,9,0,0,1,0,1,1,0,1,average
1371,12,50,9,0,0,1,0,1,1,0,1,high
1372,13,40,9,0,0,1,0,1,1,0,1,high
1373,20,50,7,0,1,1,0,0,0,0,1,low
1374,21,50,7,0,1,1,0,0,0,0,1,low
1375,22,50,7,0,1,1,0,0,0,0,1,low
1376,23,50,7,0,1,1,0,0,0,0,1,low
1377,24,49,7,0,1,1,0,0,0,0,1,low
1378,25,48,7,0,1,1,0,0,0,0,1,low
1379,26,39,7,0,1,1,0,0,0,0,1,low
1380,29,47,12,1,1,0,0,1,1,0,1,average
1381,30,48,12,1,1,0,0,1,1,0,1,average
1382,31,47,12,1,1,0,0,1,1,0,1,high
1383,32,45,12,1,1,0,0,1,1,0,1,high
1384,33,45,12,1,1,0,0,1,1,0,1,very high
1385,34,45,12,1,1,0,0,1,1,0,1,very high
1386,35,45,12,1,1,0,0,1,1,0,1,very high
1387,8,50,13,1,0,0,1,0,1,0,1,average
1388,9,50,13,1,0,0,1,0,1,0,1,average
1389,10,48,13,1,0,0,1,0,1,0,1,average
1390,11,50,13,1,0,0,1,0,1,0,1,high
1391,12,49,13,1,0,0,1,0,1,0,1,high
1392,13,48,13,1,0,0,1,0,1,0,1,high
1393,14,50,13,1,0,0,1,0,1,0,1,very high
1394,3,43,17,1,0,0,0,1,1,0,1,low
1395,4,38,17,1,0,0,0,1,1,0,1,low
1396,5,36,17,1,0,0,0,1,1,0,1,low
1397,6,36,17,1,0,0,0,1,1,0,1,low
1398,7,36,17,1,0,0,0,1,1,1,1,average
1399,8,37,17,1,0,0,0,1,1,1,1,average
1400,9,38,17,1,0,0,0,1,1,0,1,high
1401,20,48,11,0,1,0,0,1,1,1,1,low
1402,21,47,11,0,1,0,0,1,1,1,1,low
1403,22,48,11,0,1,0,0,1,1,1,1,low
1404,23,47,11,0,1,0,0,1,1,1,1,average
1405,24,47,11,0,1,0,0,1,1,1,1,average
1406,25,45,11,0,1,0,0,1,1,1,1,average
1407,26,47,11,0,1,0,0,1,1,1,1,high
1408,7,50,12,1,0,1,1,0,0,0,1,low
1409,8,50,12,1,0,1,1,0,0,0,1,low
1410,9,51,12,1,0,1,1,0,0,0,1,low
1411,10,51,12,1,0,1,1,0,0,0,1,low
1412,11,48,12,1,0,1,1,0,0,0,1,low
1413,12,50,12,1,0,1,1,0,0,0,1,low
1414,13,50,12,1,0,1,1,0,0,0,1,average
1415,19,46,9,1,0,0,1,1,1,0,1,low
1416,20,52,9,1,0,0,1,1,1,0,1,low
1417,21,51,9,1,0,0,1,1,1,0,1,low
1418,22,50,9,1,0,0,1,1,1,0,1,low
1419,23,51,9,1,0,0,1,1,1,0,1,low
1420,24,51,9,1,0,0,1,1,1,0,1,low
1421,25,52,9,1,0,0,1,1,1,0,1,low
1422,32,50,9,0,0,1,0,1,1,1,1,average
1423,33,48,9,0,0,1,0,1,1,1,1,average
1424,34,45,9,0,0,1,0,1,1,0,1,average
1425,35,38,9,0,0,1,0,1,1,1,1,average
1426,36,28,9,0,0,1,0,1,1,1,1,high
1427,37,44,9,0,0,1,0,1,1,1,1,high
1428,38,46,9,0,0,1,0,1,1,1,1,very high
1429,25,45,12,0,0,1,0,1,1,1,1,average
1430,26,48,12,0,0,1,0,1,1,1,1,average
1431,27,42,12,0,0,1,0,1,1,1,1,high
1432,28,36,12,0,0,1,0,1,1,1,1,high
1433,29,48,12,0,0,1,0,1,1,1,1,high
1434,30,34,12,0,0,1,0,1,1,1,1,high
1435,31,34,12,0,0,1,0,1,1,1,1,very high
1436,12,48,13,1,0,0,1,1,1,0,1,high
1437,13,50,13,1,0,0,1,1,1,0,1,high
1438,14,50,13,1,0,0,0,1,1,0,1,very high
1439,15,49,13,1,0,0,0,1,1,0,1,very high
1440,16,49,13,1,0,0,1,1,1,0,1,very high
1441,17,49,13,1,0,0,1,1,1,0,1,very high
1442,18,47,13,1,0,0,1,1,1,0,1,very high
1443,13,51,17,1,0,0,1,1,1,0,1,high
1444,14,35,17,1,0,0,1,1,1,0,1,high
1445,15,52,17,1,0,0,1,1,1,0,1,very high
1446,16,52,17,1,0,0,1,1,1,0,1,very high
1447,17,52,17,1,0,0,1,1,1,0,1,very high
1448,18,52,17,1,0,0,1,1,1,0,1,very high
1449,19,51,17,1,0,0,1,1,1,0,1,very high
1450,15,22,11,0,0,0,1,0,0,0,0,low
1451,16,46,11,0,0,0,1,0,0,0,0,low
1452,17,50,11,0,0,0,1,0,0,1,0,low
1453,18,49,11,0,0,0,1,0,0,1,0,low
1454,19,50,11,0,0,0,1,0,0,1,0,low
1455,20,41,11,0,0,0,1,0,0,0,0,low
1456,21,42,11,0,0,0,1,0,0,0,0,low
1457,23,49,17,1,0,0,0,1,1,0,1,average
1458,24,40,17,1,0,0,0,1,1,0,1,average
1459,25,44,17,1,0,0,0,1,1,0,1,average
1460,26,43,17,1,0,0,0,1,1,0,1,average
1461,27,41,17,1,0,0,0,1,1,0,1,high
1462,28,40,17,1,0,0,0,1,1,0,1,high
1463,29,42,17,1,0,0,0,1,1,0,1,high
1464,34,39,8,0,1,0,0,0,1,1,1,average
1465,35,48,8,0,1,0,0,0,1,1,1,average
1466,36,48,8,0,1,0,0,0,1,1,1,high
1467,37,48,8,0,1,0,0,0,1,1,1,high
1468,38,47,8,0,1,0,0,0,1,1,1,high
1469,39,45,8,0,1,0,0,0,1,1,1,high
1470,40,45,8,0,1,0,0,0,1,1,1,very high
1471,30,49,10,1,1,0,1,1,1,0,1,high
1472,31,48,10,1,1,0,1,1,1,0,1,high
1473,32,49,10,1,1,0,1,1,1,0,1,high
1474,33,49,10,1,1,0,1,1,1,0,1,very high
1475,34,52,10,1,1,0,1,1,1,0,1,very high
1476,35,49,10,1,1,0,1,1,1,0,1,very high
1477,36,48,10,1,1,0,1,1,1,1,1,very high
1478,7,49,17,1,1,0,1,1,1,0,1,high
1479,8,48,17,1,1,0,1,1,1,0,1,high
1480,9,49,17,1,1,0,1,1,1,0,1,very high
1481,10,49,17,1,1,0,1,1,1,0,1,very high
1482,11,47,17,1,1,0,1,1,1,0,1,very high
1483,12,49,17,1,1,0,1,1,1,0,1,very high
1484,13,49,17,1,1,0,1,1,1,0,1,very high
1485,27,48,11,1,0,0,1,1,1,0,1,high
1486,28,49,11,0,0,0,1,1,1,0,1,high
1487,29,49,11,0,0,0,1,1,1,0,1,very high
1488,30,51,11,0,0,0,1,1,1,0,1,very high
1489,31,48,11,0,0,0,1,1,1,0,1,very high
1490,32,49,11,0,0,0,1,1,1,0,1,very high
1491,33,48,11,0,1,0,1,1,1,0,1,very high
1492,24,49,12,1,0,0,1,1,1,0,1,low
1493,25,48,12,0,0,0,1,1,1,0,1,low
1494,26,49,12,0,0,0,1,1,1,0,1,average
1495,27,49,12,0,0,0,1,1,1,0,1,average
1496,28,49,12,0,0,0,1,1,1,0,1,average
1497,29,49,12,0,0,0,1,1,1,0,1,average
1498,30,49,12,0,0,0,1,1,1,0,1,average
1499,35,48,16,1,0,1,1,1,1,0,0,low
1500,36,50,16,1,0,1,1,1,1,0,0,low
1501,37,50,16,1,0,1,1,1,1,0,0,low
1502,38,46,16,1,0,1,1,1,1,0,0,low
1503,39,52,16,1,0,1,1,1,1,0,0,low
1504,40,51,16,1,0,1,1,1,1,0,0,low
1505,41,50,16,1,0,1,1,1,1,0,0,average
1506,17,49,17,1,0,1,1,1,1,0,1,high
1507,18,49,17,1,0,1,1,1,1,0,1,high
1508,19,49,17,1,0,1,1,1,1,0,1,very high
1509,20,49,17,1,0,1,1,1,1,0,1,very high
1510,21,47,17,1,0,1,1,1,1,0,1,very high
1511,22,48,17,1,0,1,1,1,1,0,1,very high
1512,23,48,17,1,0,1,1,1,1,0,1,very high
1513,4,49,13,1,0,0,0,1,1,0,1,low
1514,5,50,13,1,0,0,0,1,1,0,1,low
1515,6,50,13,1,0,0,0,1,1,0,1,low
1516,7,51,13,1,0,0,0,1,1,0,1,low
1517,8,50,13,1,0,0,0,1,1,0,1,average
1518,9,49,13,1,0,0,0,1,1,0,1,low
1519,10,49,13,1,0,0,0,1,1,0,1,average
1520,11,46,12,0,1,0,0,1,1,1,1,low
1521,12,12,12,0,1,0,0,1,1,1,1,low
1522,13,49,12,0,1,0,0,1,1,1,1,average
1523,14,49,12,0,1,0,0,1,1,1,1,average
1524,15,48,12,0,1,0,0,1,1,1,1,average
1525,16,49,12,0,1,0,0,1,1,1,1,average
1526,17,49,12,0,1,0,0,1,1,1,1,high
1527,19,48,12,1,0,0,1,1,1,0,1,high
1528,20,43,12,1,0,0,1,1,1,0,1,high
1529,21,48,12,1,0,0,1,1,1,1,1,very high
1530,22,48,12,1,0,0,1,1,1,0,1,very high
1531,23,48,12,1,0,0,1,1,1,1,1,very high
1532,24,50,12,1,0,0,1,1,1,0,1,very high
1533,25,50,12,0,0,0,1,1,1,1,1,very high
1534,33,43,12,1,0,1,1,1,1,1,1,average
1535,34,41,12,1,0,1,1,1,1,1,1,average
1536,35,43,12,1,0,1,1,1,1,1,1,average
1537,36,42,12,1,0,1,1,1,1,1,1,high
1538,37,41,12,1,0,1,1,1,1,1,1,high
1539,38,45,12,1,0,1,0,1,1,1,1,very high
1540,39,46,12,1,0,1,0,1,1,1,1,very high
1541,28,44,17,1,0,0,1,1,1,0,1,high
1542,29,49,17,1,0,0,1,1,1,0,1,high
1543,30,48,17,1,0,0,1,1,1,1,1,very high
1544,31,45,17,1,0,0,1,1,1,1,1,very high
1545,32,46,17,1,0,0,1,1,1,1,1,very high
1546,33,46,17,1,0,0,1,1,1,1,1,very high
1547,34,46,17,1,0,0,1,1,1,1,1,very high
1548,1,45,11,0,0,0,1,0,1,0,1,low
1549,2,46,11,0,0,0,1,0,1,0,1,low
1550,3,43,11,0,0,0,1,0,1,0,1,low
1551,4,36,11,0,0,0,1,0,1,0,1,low
1552,5,44,11,1,0,0,1,0,1,0,1,low
1553,6,47,11,0,0,0,1,0,1,0,1,low
1554,7,51,11,0,0,0,1,0,1,0,1,low
1555,12,50,14,1,1,1,0,1,1,0,1,low
1556,13,49,14,1,1,1,0,1,1,0,1,low
1557,14,50,14,1,1,1,0,1,1,0,1,low
1558,15,49,14,1,1,1,0,1,1,0,1,low
1559,16,50,14,1,1,1,0,1,1,0,1,average
1560,17,49,14,1,1,1,0,1,1,0,1,average
1561,18,48,14,1,1,1,0,1,1,0,1,high
1562,34,30,5,0,0,0,1,1,1,1,1,high
1563,35,26,5,0,0,0,1,1,1,1,1,high
1564,36,30,5,0,0,0,1,1,1,1,1,very high
1565,37,36,5,0,0,0,1,1,1,1,1,very high
1566,38,49,5,0,0,0,1,1,1,1,1,very high
